대분류,중분류,세분류,면적,비고,Univ_SGG1,Univ_SGG2,Univ_Name,AreaFactor,DensityFactor,CapacityFactor,용량(kW),연간발전량(kWh)
건물,평면,NA,483.0573348,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,17.66818797,21900.42572
건물,평면,NA,329.1468519,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,12.03879546,14922.56853
건물,평면,NA,498.078745,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,18.21760743,22581.45311
건물,평면,NA,1216.784195,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,44.50480373,55165.48442
건물,평면,NA,1440.457759,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,52.68583378,65306.19841
주차장,노외,NA,246.1797535,NA,안성시,대덕면,중앙대학교,50,10,0.1415,12.30898768,15257.48258
주차장,노외,NA,59.93505518,NA,안성시,대덕면,중앙대학교,50,10,0.1415,2.996752759,3714.594915
기타시설물,야외무대,NA,365.3478219,NA,안성시,대덕면,중앙대학교,50,10,0.1415,18.26739109,22643.16196
건물,경사,NA,316.051301,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,7.886916557,9776.14855
건물,경사,NA,316.9514393,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,7.909379098,9803.991767
건물,경사,NA,313.7409104,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,7.82926181,9704.683183
건물,경사,NA,324.2399179,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,8.091259768,10029.44013
건물,경사,NA,317.0517377,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,7.911882,9807.094214
건물,경사,NA,318.2040079,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,7.940636378,9842.736416
건물,경사,NA,419.2574763,NA,안성시,대덕면,중앙대학교,16.47,6.6,0.1415,10.46237975,12968.53819
건물,평면,NA,1943.503412,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,71.08510965,88112.83681
건물,평면,NA,1857.253289,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,67.93044605,84202.5051
건물,평면,NA,2242.180653,NA,안성시,대덕면,중앙대학교,24.14,6.6,0.1415,82.009456,101654.0011
주차장,노외,NA,97.21821805,NA,안성시,대덕면,중앙대학교,50,10,0.1415,4.860910903,6025.2935
주차장,노외,NA,97.28149638,NA,안성시,대덕면,중앙대학교,50,10,0.1415,4.864074819,6029.215301
건물,복합,NA,320.7941158,가능,안양시,만안구,안양대학교,16.47,6.6,0.1363,8.005271345,9558.197923
건물,평면,NA,1441.53881,가능,안양시,만안구,안양대학교,24.14,6.6,0.1363,52.72537404,62953.4639
건물,경사,NA,1111.242255,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,27.73054537,33109.9384
건물,경사,NA,1121.885353,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,27.99613903,33427.05404
건물,평면,NA,537.7230511,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,19.66762796,23482.91177
주차장,노외,NA,212.7898013,NA,안양시,만안구,안양대학교,50,10,0.1363,10.63949006,12703.42346
주차장,노외,NA,263.6249147,NA,안양시,만안구,안양대학교,50,10,0.1363,13.18124574,15738.24923
주차장,노외,NA,111.4432302,NA,안양시,만안구,안양대학교,50,10,0.1363,5.572161508,6653.093975
주차장,노외,NA,126.4063866,NA,안양시,만안구,안양대학교,50,10,0.1363,6.320319328,7546.385434
주차장,노외,NA,368.973758,NA,안양시,만안구,안양대학교,50,10,0.1363,18.4486879,22027.51197
건물,경사,NA,361.6643226,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,9.025168778,10775.94322
건물,복합,NA,391.2853189,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,9.764347276,11658.51348
건물,평면,NA,522.7735522,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,19.12083871,22830.05197
건물,평면,NA,151.7261964,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,5.549500576,6626.037094
건물,평면,NA,132.404462,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,4.842793505,5782.237332
건물,평면,NA,89.14041306,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,3.260378138,3892.852372
건물,평면,NA,34.96427823,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,1.278844965,1526.925541
건물,경사,NA,716.4650191,불가,안양시,만안구,안양대학교,16.47,6.6,0.1363,17.87905889,21347.38176
건물,평면,NA,172.6424336,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,6.3145278,7539.470418
건물,평면,NA,292.3024269,NA,안양시,만안구,안양대학교,24.14,6.6,0.1363,10.69118271,12765.14386
건물,평면,NA,194.4299332,불가/유리,안양시,만안구,안양대학교,24.14,6.6,0.1363,7.111422103,8490.952654
주차장,노외,NA,111.9704037,NA,안양시,만안구,안양대학교,50,10,0.1363,5.598520184,6684.565918
주차장,노외,NA,65.63833971,NA,안양시,만안구,안양대학교,50,10,0.1363,3.281916985,3918.569498
건물,복합,NA,158.8047571,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,3.962900528,4731.655676
건물,복합,NA,52.48365731,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,1.309705812,1563.773023
건물,복합,NA,57.41747991,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,1.432827112,1710.778378
건물,복합,NA,200.0257437,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,4.991551514,5959.852609
건물,복합,NA,238.4760024,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,5.951060242,7105.494516
건물,복합,NA,152.3108398,NA,안양시,만안구,안양대학교,16.47,6.6,0.1363,3.800847774,4538.166632
주차장,노외,NA,39.7753133,NA,안양시,만안구,안양대학교,50,10,0.1363,1.988765665,2374.562339
주차장,노외,NA,312.9126877,NA,양주시,경동대학로,경동대학교,50,10,0.108,15.64563438,14802.02178
주차장,노외,NA,303.7799117,NA,양주시,경동대학로,경동대학교,50,10,0.108,15.18899558,14370.00494
주차장,노외,NA,199.8752397,NA,양주시,경동대학로,경동대학교,50,10,0.108,9.993761984,9454.898338
주차장,노외,NA,200.9441084,NA,양주시,경동대학로,경동대학교,50,10,0.108,10.04720542,9505.460106
주차장,노외,NA,301.8309629,NA,양주시,경동대학로,경동대학교,50,10,0.108,15.09154815,14277.81187
주차장,노외,NA,145.7338674,NA,양주시,경동대학로,경동대학교,50,10,0.108,7.286693368,6893.794862
주차장,노외,NA,111.7781184,NA,양주시,경동대학로,경동대학교,50,10,0.108,5.588905921,5287.552114
주차장,노외,NA,135.0299162,NA,양주시,경동대학로,경동대학교,50,10,0.108,6.751495811,6387.455157
주차장,노외,NA,217.1764945,NA,양주시,경동대학로,경동대학교,50,10,0.108,10.85882473,10273.3169
주차장,노외,NA,77.08816447,NA,양주시,경동대학로,경동대학교,50,10,0.108,3.854408224,3646.578532
주차장,노외,NA,206.8432459,NA,양주시,경동대학로,경동대학교,50,10,0.108,10.3421623,9784.512906
주차장,노외,NA,131.9173621,NA,양주시,경동대학로,경동대학교,50,10,0.108,6.595868106,6240.218897
주차장,노외,NA,58.74163578,NA,양주시,경동대학로,경동대학교,50,10,0.108,2.937081789,2778.714339
주차장,노외,NA,55.92618791,NA,양주시,경동대학로,경동대학교,50,10,0.108,2.796309395,2645.532393
주차장,노외,NA,126.2825757,NA,양주시,경동대학로,경동대학교,50,10,0.108,6.314128784,5973.67096
주차장,노외,NA,130.3468671,NA,양주시,경동대학로,경동대학교,50,10,0.108,6.517343356,6165.928203
주차장,노외,NA,152.073878,NA,양주시,경동대학로,경동대학교,50,10,0.108,7.603693901,7193.702726
주차장,노외,NA,193.7860048,NA,양주시,경동대학로,경동대학교,50,10,0.108,9.689300242,9166.853173
주차장,노외,NA,181.4069587,NA,양주시,경동대학로,경동대학교,50,10,0.108,9.070347933,8581.274773
주차장,노외,NA,62.93041684,NA,양주시,경동대학로,경동대학교,50,10,0.108,3.146520842,2976.860438
주차장,노외,NA,129.0056557,NA,양주시,경동대학로,경동대학교,50,10,0.108,6.450282786,6102.483538
주차장,노외,NA,103.9139246,NA,양주시,경동대학로,경동대학교,50,10,0.108,5.195696232,4915.544292
주차장,노외,NA,91.0380066,NA,양주시,경동대학로,경동대학교,50,10,0.108,4.55190033,4306.461864
기타시설물,운동장,NA,693.9650214,NA,양주시,경동대학로,경동대학교,50,10,0.108,34.69825107,32827.32137
건물,경사,NA,1240.584296,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,30.95821719,29288.95012
주차장,노외,NA,104.9057573,NA,양주시,경동대학로,경동대학교,50,10,0.108,5.245287866,4962.461944
주차장,노외,NA,81.51668998,NA,양주시,경동대학로,경동대학교,50,10,0.108,4.075834499,3856.065503
주차장,노외,NA,119.305895,NA,양주시,경동대학로,경동대학교,50,10,0.108,5.96529475,5643.646057
주차장,노외,NA,78.17643794,NA,양주시,경동대학로,경동대학교,50,10,0.108,3.908821897,3698.05822
주차장,노외,NA,57.40642512,NA,양주시,경동대학로,경동대학교,50,10,0.108,2.870321256,2715.553534
건물,경사,NA,755.7899504,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,18.86039467,17843.44219
건물,경사,NA,216.0655212,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,5.391816869,5101.090103
건물,경사,NA,210.5440556,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,5.254031206,4970.733843
건물,경사,NA,489.3537733,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,12.21160098,11553.15145
건물,경사,NA,268.2274589,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,6.693494315,6332.581102
건물,경사,NA,786.3372602,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,19.6226889,18564.63352
건물,경사,NA,301.1608046,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,7.515330988,7110.104341
건물,경사,NA,439.9351498,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,10.97838169,10386.42735
건물,경사,NA,435.9635209,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,10.8792715,10292.66118
건물,경사,NA,364.786591,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,9.103083565,8612.2453
건물,경사,NA,759.01428,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,18.94085635,17919.56538
건물,경사,NA,326.9463217,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,8.158796847,7718.874521
유휴부지,나지,NA,4438.393244,NA,양주시,경동대학로,경동대학교,50,10,0.108,221.9196622,209953.754
주차장,노외,NA,13.88198526,NA,양주시,경동대학로,경동대학교,50,10,0.108,0.694099263,656.6734308
건물,경사,NA,373.7692622,NA,양주시,경동대학로,경동대학교,16.47,6.6,0.108,9.327242042,8824.317151
건물,경사,NA,905.2648356,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,22.59047249,27170.6456
건물,경사,NA,807.7846155,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,20.1578979,24244.87139
건물,경사,NA,801.255318,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,19.99496225,24048.90086
주차장,노외,NA,92.66688646,NA,용인시,처인구,명지대학교,50,10,0.1373,4.633344323,5572.745618
주차장,노외,NA,83.9531266,NA,용인시,처인구,명지대학교,50,10,0.1373,4.19765633,5048.722756
주차장,노외,NA,103.8198282,NA,용인시,처인구,명지대학교,50,10,0.1373,5.19099141,6243.454536
건물,경사,NA,1272.074893,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,31.74405073,38180.09353
건물,평면,NA,300.8295919,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,11.00307022,13233.92071
건물,평면,NA,155.6272924,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,5.69218612,6846.265472
주차장,노외,NA,101.635738,NA,용인시,처인구,명지대학교,50,10,0.1373,5.081786898,6112.109028
주차장,노외,NA,103.1654647,NA,용인시,처인구,명지대학교,50,10,0.1373,5.158273234,6204.102816
주차장,노외,NA,165.1308751,NA,용인시,처인구,명지대학교,50,10,0.1373,8.256543755,9930.541488
주차장,노외,NA,77.58503639,NA,용인시,처인구,명지대학교,50,10,0.1373,3.87925182,4665.762368
주차장,노외,NA,64.51589866,NA,용인시,처인구,명지대학교,50,10,0.1373,3.225794933,3879.818404
기타시설물,야외음악장,NA,1352.339893,NA,용인시,처인구,명지대학교,50,10,0.1373,67.61699466,81326.20509
건물,평면,NA,1682.118971,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,61.5247757,73998.80093
건물,평면,NA,2987.431318,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,109.2675637,131421.3437
주차장,노외,NA,155.8338217,NA,용인시,처인구,명지대학교,50,10,0.1373,7.791691087,9371.440871
주차장,노외,NA,124.7750943,NA,용인시,처인구,명지대학교,50,10,0.1373,6.238754717,7503.649758
주차장,노외,NA,98.16404024,NA,용인시,처인구,명지대학교,50,10,0.1373,4.908202012,5903.330153
주차장,노외,NA,95.85283911,NA,용인시,처인구,명지대학교,50,10,0.1373,4.792641955,5764.340526
주차장,노외,NA,293.680861,NA,용인시,처인구,명지대학교,50,10,0.1373,14.68404305,17661.20341
주차장,노외,NA,101.9967013,NA,용인시,처인구,명지대학교,50,10,0.1373,5.099835065,6133.816424
주차장,노외,NA,159.9439991,NA,용인시,처인구,명지대학교,50,10,0.1373,7.997199953,9618.616249
주차장,노외,NA,105.6302325,NA,용인시,처인구,명지대학교,50,10,0.1373,5.281511626,6352.327545
주차장,노외,NA,182.4026012,NA,용인시,처인구,명지대학교,50,10,0.1373,9.120130062,10969.21819
주차장,노외,NA,115.5124688,NA,용인시,처인구,명지대학교,50,10,0.1373,5.775623441,6946.619542
건물,평면,NA,3823.575735,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,139.8501791,168204.5233
주차장,노외,NA,196.8775269,NA,용인시,처인구,명지대학교,50,10,0.1373,9.843876345,11839.70259
주차장,노외,NA,91.82170094,NA,용인시,처인구,명지대학교,50,10,0.1373,4.591085047,5521.918358
주차장,노외,NA,171.111662,NA,용인시,처인구,명지대학교,50,10,0.1373,8.5555831,10290.21046
주차장,노외,NA,204.394153,NA,용인시,처인구,명지대학교,50,10,0.1373,10.21970765,12291.73294
건물,경사,NA,1346.285024,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,33.59593083,40407.43861
건물,경사,NA,330.2429437,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,8.24106255,9911.921499
주차장,노외,NA,455.3553476,NA,용인시,처인구,명지대학교,50,10,0.1373,22.76776738,27383.88668
주차장,노외,NA,356.6125672,NA,용인시,처인구,명지대학교,50,10,0.1373,17.83062836,21445.7526
주차장,노외,NA,207.5429066,NA,용인시,처인구,명지대학교,50,10,0.1373,10.37714533,12481.09079
주차장,노외,NA,586.2260829,NA,용인시,처인구,명지대학교,50,10,0.1373,29.31130414,35254.11244
주차장,노외,NA,688.5641159,NA,용인시,처인구,명지대학교,50,10,0.1373,34.4282058,41408.45566
주차장,노외,NA,302.0787082,NA,용인시,처인구,명지대학교,50,10,0.1373,15.10393541,18166.2281
주차장,노외,NA,227.1651689,NA,용인시,처인구,명지대학교,50,10,0.1373,11.35825844,13661.12263
건물,경사,NA,1313.480863,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,32.7773179,39422.85355
건물,경사,NA,602.6351575,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,15.03848643,18087.50948
주차장,노외,NA,130.3623672,NA,용인시,처인구,명지대학교,50,10,0.1373,6.51811836,7839.653821
주차장,노외,NA,107.8719406,NA,용인시,처인구,명지대학교,50,10,0.1373,5.393597032,6487.138043
주차장,노외,NA,138.7218664,NA,용인시,처인구,명지대학교,50,10,0.1373,6.93609332,8342.372369
주차장,노외,NA,111.9065542,NA,용인시,처인구,명지대학교,50,10,0.1373,5.595327711,6729.769214
건물,경사,NA,650.8825816,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,16.24247897,19535.60909
건물,평면,NA,1884.906432,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,68.9418807,82919.70913
건물,평면,NA,772.9774306,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,28.27223511,34004.37424
주차장,노외,NA,260.1376691,NA,용인시,처인구,명지대학교,50,10,0.1373,13.00688346,15644.00306
주차장,노외,NA,38.5784043,NA,용인시,처인구,명지대학교,50,10,0.1373,1.928920215,2320.004931
건물,평면,NA,721.6294909,가능,용인시,처인구,명지대학교,24.14,6.6,0.1373,26.39414532,31745.50549
건물,평면,NA,1249.415964,가능,용인시,처인구,명지대학교,24.14,6.6,0.1373,45.69833542,54963.58153
주차장,노외,NA,307.5679311,NA,용인시,처인구,명지대학교,50,10,0.1373,15.37839655,18496.3357
주차장,노외,NA,102.5454528,NA,용인시,처인구,명지대학교,50,10,0.1373,5.127272638,6166.816911
주차장,노외,NA,76.16334633,NA,용인시,처인구,명지대학교,50,10,0.1373,3.808167317,4580.265624
주차장,노외,NA,124.6055873,NA,용인시,처인구,명지대학교,50,10,0.1373,6.230279363,7493.456044
주차장,노외,NA,116.5696468,NA,용인시,처인구,명지대학교,50,10,0.1373,5.828482339,7010.195476
건물,평면,NA,444.2856637,가능,용인시,처인구,명지대학교,24.14,6.6,0.1373,16.25008473,19544.75691
건물,평면,NA,283.3681457,가능,용인시,처인구,명지대학교,24.14,6.6,0.1373,10.3644046,12465.7669
건물,평면,NA,1396.325057,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,51.07164678,61426.32102
건물,평면,NA,676.5467175,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,24.74520873,29762.25031
건물,복합,NA,1485.601079,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,37.07249965,44588.8748
주차장,노외,NA,69.74992095,NA,용인시,처인구,명지대학교,50,10,0.1373,3.487496048,4194.578896
주차장,노외,NA,126.5414572,NA,용인시,처인구,명지대학교,50,10,0.1373,6.32707286,7609.874228
주차장,노외,NA,61.52394808,NA,용인시,처인구,명지대학교,50,10,0.1373,3.076197404,3699.890275
주차장,노외,NA,121.0750477,NA,용인시,처인구,명지대학교,50,10,0.1373,6.053752384,7281.138572
주차장,노외,NA,40.92299154,NA,용인시,처인구,명지대학교,50,10,0.1373,2.046149577,2461.002312
주차장,노외,NA,188.8360665,NA,용인시,처인구,명지대학교,50,10,0.1373,9.441803323,11356.11006
주차장,노외,NA,61.61527135,NA,용인시,처인구,명지대학교,50,10,0.1373,3.080763568,3705.382219
건물,복합,NA,330.3371353,불가,용인시,처인구,명지대학교,16.47,6.6,0.1373,8.243413059,9914.748569
건물,평면,NA,1394.106351,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,50.99049595,61328.71702
주차장,노외,NA,163.1794188,NA,용인시,처인구,명지대학교,50,10,0.1373,8.158970941,9813.185981
주차장,노외,NA,536.0010029,NA,용인시,처인구,명지대학교,50,10,0.1373,26.80005015,32233.70671
주차장,노외,NA,73.74291208,NA,용인시,처인구,명지대학교,50,10,0.1373,3.687145604,4434.707001
주차장,노외,NA,57.13768065,NA,용인시,처인구,명지대학교,50,10,0.1373,2.856884032,3436.111556
주차장,노외,NA,95.50117365,NA,용인시,처인구,명지대학교,50,10,0.1373,4.775058682,5743.19228
주차장,노외,NA,65.57137942,NA,용인시,처인구,명지대학교,50,10,0.1373,3.278568971,3943.292272
건물,평면,NA,779.3781127,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,28.50634491,34285.94933
주차장,노외,NA,187.1406867,NA,용인시,처인구,명지대학교,50,10,0.1373,9.357034337,11254.15433
주차장,노외,NA,166.6657789,NA,용인시,처인구,명지대학교,50,10,0.1373,8.333288946,10022.84661
주차장,노외,NA,67.65069932,NA,용인시,처인구,명지대학교,50,10,0.1373,3.382534966,4068.337166
주차장,노외,NA,48.06476114,NA,용인시,처인구,명지대학교,50,10,0.1373,2.403238057,2890.489767
건물,평면,NA,1388.998543,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,50.80367397,61104.01726
건물,경사,NA,2762.097969,불가,용인시,처인구,명지대학교,16.47,6.6,0.1373,68.92689931,82901.69029
건물,평면,NA,189.5196934,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,6.931826362,8337.240294
기타시설물,구령대,NA,98.37565479,NA,용인시,처인구,명지대학교,50,10,0.1373,4.91878274,5916.056103
건물,평면,NA,225.494978,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,8.247649649,9919.844119
건물,경사,NA,1295.526619,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,32.32927791,38883.97435
건물,평면,NA,406.8500946,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,14.88085043,17897.91309
유휴부지,나지,NA,1001.192878,NA,용인시,처인구,명지대학교,50,10,0.1373,50.0596439,60209.13658
주차장,노외,NA,64.60493264,NA,용인시,처인구,명지대학교,50,10,0.1373,3.230246632,3885.172676
주차장,노외,NA,34.16239884,NA,용인시,처인구,명지대학교,50,10,0.1373,1.708119942,2054.437844
주차장,노외,NA,159.4873881,NA,용인시,처인구,명지대학교,50,10,0.1373,7.974369406,9591.156854
주차장,노외,NA,165.290871,NA,용인시,처인구,명지대학교,50,10,0.1373,8.264543551,9940.163227
주차장,노외,NA,85.83117655,NA,용인시,처인구,명지대학교,50,10,0.1373,4.291558828,5161.663797
주차장,노외,NA,198.0605679,NA,용인시,처인구,명지대학교,50,10,0.1373,9.903028395,11910.8476
주차장,노외,NA,185.9413108,NA,용인시,처인구,명지대학교,50,10,0.1373,9.297065539,11182.02698
주차장,노외,NA,118.0874898,NA,용인시,처인구,명지대학교,50,10,0.1373,5.90437449,7101.47461
주차장,노외,NA,154.4332042,NA,용인시,처인구,명지대학교,50,10,0.1373,7.721660211,9287.211375
주차장,노외,NA,118.7832353,NA,용인시,처인구,명지대학교,50,10,0.1373,5.939161763,7143.314932
주차장,노외,NA,45.89815669,NA,용인시,처인구,명지대학교,50,10,0.1373,2.294907835,2760.195808
건물,평면,NA,402.8303531,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,14.73382534,17721.07896
건물,경사,NA,159.0411046,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,3.968798474,4773.464426
건물,평면,NA,405.3426402,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,14.82571414,17831.59803
건물,경사,NA,169.0335344,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,4.218155018,5073.377511
주차장,노외,NA,15.48356229,NA,용인시,처인구,명지대학교,50,10,0.1373,0.774178114,931.1411788
주차장,노외,NA,118.2443771,NA,용인시,처인구,명지대학교,50,10,0.1373,5.912218856,7110.909405
주차장,노외,NA,88.00296686,NA,용인시,처인구,명지대학교,50,10,0.1373,4.400148343,5292.269619
건물,평면,NA,2453.754915,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,89.74794492,107944.1613
주차장,노외,NA,37.80610024,NA,용인시,처인구,명지대학교,50,10,0.1373,1.890305012,2273.560572
주차장,노외,NA,95.9823972,NA,용인시,처인구,명지대학교,50,10,0.1373,4.79911986,5772.131813
주차장,노외,NA,107.7201287,NA,용인시,처인구,명지대학교,50,10,0.1373,5.386006436,6478.008468
주차장,노외,NA,31.31071753,NA,용인시,처인구,명지대학교,50,10,0.1373,1.565535877,1882.945145
주차장,노외,NA,450.6391448,NA,용인시,처인구,명지대학교,50,10,0.1373,22.53195724,27100.26651
주차장,노외,NA,317.2517591,NA,용인시,처인구,명지대학교,50,10,0.1373,15.86258795,19078.69594
건물,경사,NA,1346.604775,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,33.60391007,40417.03563
주차장,노외,NA,258.9547128,NA,용인시,처인구,명지대학교,50,10,0.1373,12.94773564,15572.86315
기타시설물,운동장,NA,3270.287407,NA,용인시,처인구,명지대학교,50,10,0.1373,163.5143703,196666.5819
건물,경사,NA,391.7022087,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,9.774750571,11756.5617
건물,평면,NA,40.81143004,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,1.492708971,1795.35273
건물,평면,NA,37.7442383,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,1.38052411,1660.422612
건물,평면,NA,73.9450688,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,2.70459691,3252.948525
건물,경사,NA,4072.583718,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,101.6294755,122234.6484
유휴부지,나지,NA,927.4539487,NA,용인시,처인구,명지대학교,50,10,0.1373,46.37269743,55774.66909
건물,경사,NA,81.16276158,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,2.025379823,2436.021531
건물,경사,NA,46.27768523,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,1.1548386,1388.979816
건물,경사,NA,161.1664638,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,4.021835846,4837.25502
건물,경사,NA,132.9456456,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,3.317598156,3990.234547
건물,평면,NA,238.4834433,NA,용인시,처인구,명지대학교,24.14,6.6,0.1373,8.722712607,10491.22514
건물,경사,NA,86.87662609,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,2.167966715,2607.51763
건물,경사,NA,82.88216129,NA,용인시,처인구,명지대학교,16.47,6.6,0.1373,2.068286661,2487.627645
건물,경사,NA,1303.24502,NA,용인시,처인구,한국외국어대학교,16.47,6.6,0.1373,32.52188709,39115.63465
건물,경사,NA,862.678443,NA,용인시,처인구,한국외국어대학교,16.47,6.6,0.1373,21.52774842,25892.45635
주차장,노외,NA,140.9301538,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,7.046507689,8475.173029
주차장,노외,NA,144.8676665,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,7.243383325,8711.964807
건물,평면,NA,1014.365199,가능,용인시,처인구,한국외국어대학교,24.14,6.6,0.1373,37.1011756,44623.36475
건물,경사,NA,270.5609203,NA,용인시,처인구,한국외국어대학교,16.47,6.6,0.1373,6.751724784,8120.62348
건물,경사,NA,1295.299579,NA,용인시,처인구,한국외국어대학교,16.47,6.6,0.1373,32.32361222,38877.15995
건물,평면,NA,1883.876151,가능,용인시,처인구,한국외국어대학교,24.14,6.6,0.1373,68.9041974,82874.38562
건물,평면,NA,1227.721534,NA,용인시,처인구,한국외국어대학교,24.14,6.6,0.1373,44.90484521,54009.21277
건물,평면,NA,1156.099233,NA,용인시,처인구,한국외국어대학교,24.14,6.6,0.1373,42.28520527,50858.44607
주차장,노외,NA,140.8732985,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,7.043664924,8471.7539
주차장,노외,NA,54.62470842,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,2.731235421,3284.98794
주차장,노외,NA,279.3739609,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,13.96869805,16800.82364
주차장,노외,NA,342.0684185,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,17.10342093,20571.10531
주차장,노외,NA,245.4356413,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,12.27178207,14759.86134
주차장,노외,NA,207.6223446,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,10.38111723,12485.86799
주차장,노외,NA,318.7468854,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,15.93734427,19168.60894
주차장,노외,NA,283.2487209,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,14.16243605,17033.84163
주차장,노외,NA,198.1804089,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,9.909020443,11918.05452
주차장,노외,NA,190.546279,NA,용인시,처인구,한국외국어대학교,50,10,0.1373,9.52731395,11458.9578
