ID_HH,ID_HS,car_numb,car_a_numb,car_b_numb,car_c_numb,car_1,car_2,car_3,car_a6_r,car_a7,car_a8,car_a10,car_a11,car_a12_r,car_a13_g,car_a15_r,car_a17,car_a20_r,car_a27,car_a28,car_a29,car_a31_r,car_a32,car_a33,car_a34_r,car_a35,car_a36,car_b6_r,car_b7,car_b8,car_b10,car_b11,car_b12_r,car_b13_g,car_b15_r,car_b17,car_b20_r,car_b27,car_b28,car_b29,car_b31_r,car_b32,car_b33,car_b34_r,car_b35,car_b36
HH19220137,HS2206010014,1,1,0,0,2,-7,0,1,-8,-8,-8,1,1,3,5,1,13200,50,30,20,9,4,1,30,1400,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220138,HS2206010015,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220139,HS2206010016,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220140,HS2206010017,1,1,0,0,2,-7,0,1,-8,-8,-8,1,1,2,5,1,9000,90,0,10,10,4,1,30,858,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220141,HS2206010018,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220142,HS2206010019,1,1,0,0,2,-7,0,1,-8,-8,-8,1,1,1,5,1,10797,80,0,20,12,4,1,30,906,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220143,HS2206010020,1,1,0,0,2,-7,0,1,-8,-8,-8,1,1,1,5,1,10797,40,40,20,12,4,1,20,906,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220144,HS2206010021,1,1,0,0,2,-7,0,1,-8,-8,-8,1,1,2,5,1,11952,80,0,20,10,4,1,40,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220145,HS2206010022,1,1,0,0,2,-7,0,1,-8,-8,-8,1,1,2,5,1,11952,30,50,20,10,4,1,40,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220146,HS2206010023,1,1,0,0,1,1,0,1,2019,1,2019,1,1,2,5,1,11952,50,30,20,10,4,2,2,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220147,HS2206010024,1,1,0,0,2,-7,0,2,2019,7,2019,1,4,-7,5,1,20000,30,60,10,8,4,2,16,-7,2532,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220148,HS2206010025,1,1,0,0,2,-7,0,2,2017,12,2017,1,2,2,5,1,5000,0,50,50,10,4,1,30,500,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220149,HS2206010026,2,2,0,0,1,1,0,1,2014,9,2013,2,2,2,5,1,31000,50,20,30,15,2,1,15,2067,-7,1,2019,4,2019,1,1,2,5,1,6540,80,0,20,13,2,2,12,503,-7
HH19220150,HS2206010027,1,1,0,0,2,-7,0,1,2017,5,2015,2,1,2,5,1,20000,60,0,40,9,1,1,8,2222,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220151,HS2206010028,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220152,HS2206010029,2,1,1,0,2,-7,0,2,2017,10,2017,1,2,2,5,1,30000,0,30,70,8,4,1,32,3750,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220153,HS2207010001,1,1,0,0,2,-7,0,2,2015,5,2015,1,2,2,5,1,12626,90,0,10,6,2,1,15,2104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220154,HS2207010002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220155,HS2207010003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220156,HS2207010004,1,1,0,0,1,1,0,1,2017,6,2017,1,1,2,5,1,3000,70,0,30,11,4,2,31,273,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220157,HS2207010005,1,1,0,0,1,1,0,2,2016,4,2008,2,2,2,7,1,9000,80,0,20,12,3,1,21,750,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220158,HS2207010006,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220159,HS2207010007,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220160,HS2207010008,1,1,0,0,1,1,0,1,2011,8,2011,1,1,2,5,1,12000,30,40,30,14,4,1,51,889,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220161,HS2207010009,1,1,0,0,1,1,0,1,2014,6,2014,1,1,2,5,1,10000,50,0,50,13,4,1,49,769,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220162,HS2207010010,1,1,0,0,1,1,0,1,2013,8,2013,1,1,2,5,1,10000,80,20,0,12,4,1,26,800,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220163,HS2207010011,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220164,HS2207010012,1,1,0,0,2,-7,0,1,2018,3,2010,2,3,2,5,1,9000,20,0,80,10,4,1,28,869,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220165,HS2207010013,1,1,0,0,2,-7,0,2,2016,5,2016,1,2,2,5,1,12626,80,0,20,11,4,1,24,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220167,HS2207010015,1,1,0,0,1,1,0,2,2016,5,2013,2,2,2,5,1,17000,60,20,20,12,3,1,22,1417,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220168,HS2202010035,2,2,0,0,2,-7,0,1,2016,8,2009,2,3,2,5,1,13870,40,40,20,10,4,2,30,1339,-7,1,2007,6,2007,1,3,2,5,1,13870,20,20,60,10,4,1,35,1339,-7
HH19220169,HS2207010017,1,1,0,0,2,-7,0,2,2017,6,2017,1,2,2,5,1,12626,60,20,20,11,2,1,20,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220170,HS2207010018,1,1,0,0,2,-7,0,2,2015,4,2015,1,2,2,5,1,12626,70,0,30,11,4,1,25,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220171,HS2207010019,1,1,0,0,1,3,0,1,2015,5,2015,1,2,3,5,1,14000,60,20,20,7,3,1,20,2000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220172,HS2207010020,1,1,0,0,1,1,0,2,2013,5,2013,1,2,2,5,1,12000,0,0,100,11,4,2,10,1068,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220173,HS2207010021,1,1,0,0,1,1,0,1,2017,4,2017,1,1,2,5,1,6000,70,0,30,12,3,1,18,500,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220174,HS2207010022,1,1,0,0,1,1,0,1,2016,3,2016,1,1,2,5,1,7000,40,20,40,12,3,1,25,583,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220175,HS2207010023,1,1,0,0,1,1,0,2,2015,7,2015,1,2,2,5,1,10000,70,0,30,14,4,1,28,741,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220176,HS2207010024,1,1,0,0,1,1,0,1,2013,5,2011,2,1,2,5,1,10000,50,30,20,12,3,2,6,833,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220177,HS2207010025,1,1,0,0,2,-7,0,2,2015,5,2009,2,3,2,7,1,6000,70,0,30,10,3,1,23,616,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220178,HS2207010026,2,1,1,0,2,-7,0,1,2015,5,2015,1,3,1,5,1,15300,60,20,20,12,3,2,8,1299,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220179,HS2207010027,1,1,0,0,2,-7,0,2,2018,4,2018,1,2,2,5,1,12626,50,50,0,11,4,1,20,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220181,HS2207010029,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220182,HS2207010030,1,1,0,0,2,-7,0,1,2017,9,2017,1,1,3,5,1,13200,90,0,10,9,4,1,35,1400,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220183,HS2207010031,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220184,HS2207010032,1,1,0,0,2,-7,0,1,2019,7,2019,1,1,2,5,1,11952,70,0,30,10,4,2,57,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220185,HS2207010033,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220186,HS2207010034,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220188,HS2207010036,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220189,HS2207010037,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220190,HS2207010038,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220191,HS2207010039,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220192,HS2207010040,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220194,HS2207010042,1,1,0,0,2,-7,0,1,2018,2,2010,2,2,2,5,1,8000,70,30,0,11,4,1,20,717,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220195,HS2207010043,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220196,HS2207010044,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220197,HS2207010045,2,2,0,0,2,-7,0,1,2019,2,2019,1,2,3,5,1,14000,50,50,0,11,2,2,5,1273,-7,1,2017,6,2014,2,3,2,5,1,13870,100,0,0,12,2,1,20,1156,-7
HH19220198,HS2207010046,1,1,0,0,1,1,0,1,2015,11,2015,1,1,2,5,1,11952,50,50,0,10,4,1,30,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220199,HS2207010047,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220200,HS2207010048,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220201,HS2207010049,1,1,0,0,2,-7,0,1,2009,2,2009,1,1,3,5,1,13200,40,60,0,9,4,1,30,1400,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220202,HS2207010050,1,1,0,0,2,-7,0,1,2015,5,2015,1,1,2,5,1,5000,80,10,10,10,2,2,5,477,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220203,HS2207010051,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220204,HS2207010052,1,1,0,0,2,-7,0,1,2013,5,2013,1,1,2,5,1,11952,0,0,100,10,4,1,40,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220205,HS2207010053,4,2,0,2,2,-7,0,2,2017,3,2017,1,2,2,7,1,10000,80,0,20,11,4,1,28,890,-7,1,2001,3,2001,1,1,1,5,1,10000,50,0,50,12,4,2,7,840,-7
HH19220206,HS2207010054,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220207,HS2207010055,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220208,HS2207010056,1,1,0,0,1,1,0,1,2016,9,2008,2,1,3,5,1,10000,80,0,20,12,2,1,16,800,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220209,HS2207010057,1,1,0,0,1,1,0,2,2017,11,2013,2,2,2,5,1,10000,50,0,50,12,4,1,58,833,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220210,HS2207010058,3,3,0,0,1,1,0,1,2016,12,2016,2,5,3,5,1,12000,70,20,10,14,4,1,30,889,-7,2,2010,4,2010,1,2,2,7,1,12626,80,10,10,12,3,2,6,1098,-7
HH19220211,HS2207010059,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220212,HS2207010060,1,1,0,0,1,1,0,2,2013,8,2013,1,2,2,5,1,10000,40,30,30,12,4,1,25,870,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220213,HS2207010061,1,1,0,0,1,1,0,1,2001,3,2001,2,1,1,5,1,10000,70,10,20,13,1,1,9,769,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220214,HS2207010062,1,1,0,0,1,1,0,2,2016,5,2005,2,2,2,5,1,10000,30,70,0,11,4,1,26,890,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220215,HS2207010063,1,1,0,0,1,1,0,2,2015,10,2015,1,2,2,5,1,10000,60,40,0,11,4,2,20,909,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220216,HS2207010064,1,1,0,0,2,-7,0,1,2013,11,2013,1,1,1,5,1,12000,70,0,30,12,3,2,20,1007,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220217,HS2231010001,1,1,0,0,2,-7,0,2,2018,1,2006,2,2,2,5,1,12626,0,40,60,11,4,1,24,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220219,HS2231010003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220221,HS2231010005,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220223,HS2231010007,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220224,HS2231010008,1,1,0,0,2,-7,0,1,2008,6,2008,1,1,1,5,1,5000,70,10,20,12,4,2,20,420,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220225,HS2231010009,1,1,0,0,2,-7,0,1,2016,2,2014,2,1,1,5,1,10797,80,10,10,12,3,1,15,906,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220226,HS2231010010,1,1,0,0,2,-7,0,1,2015,7,2008,2,1,3,5,1,13200,50,40,10,9,4,2,20,1400,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220228,HS2231010012,2,2,0,0,2,-7,0,2,2012,3,2012,1,2,2,5,1,5000,90,0,10,11,3,2,15,445,-7,1,2011,2,2008,2,1,1,5,1,4000,90,0,10,12,3,2,8,336,-7
HH19220229,HS2231010013,2,2,0,0,2,-7,0,1,2015,4,2015,1,1,2,5,1,11952,100,0,0,10,4,1,16,1139,-7,1,2018,5,-8,2,1,1,5,1,10797,90,0,10,12,1,1,2,906,-7
HH19220230,HS2231010014,2,2,0,0,2,-7,0,1,2013,4,2013,1,1,2,5,1,11952,80,10,10,10,4,1,25,1139,-7,1,2018,6,2018,1,5,2,5,1,16271,50,40,10,12,1,2,3,1411,-7
HH19220231,HS2231010015,1,1,0,0,2,-7,0,1,2018,7,2018,1,1,2,5,1,5000,80,10,10,10,4,2,15,477,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220232,HS2231010016,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220233,HS2231010017,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220236,HS2231010020,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220237,HS2231010021,1,1,0,0,1,3,0,2,2013,3,2013,1,2,2,5,1,12626,80,0,20,11,2,2,8,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220238,HS2231010022,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220239,HS2231010023,1,1,0,0,2,-7,0,1,2015,4,2015,1,1,1,5,1,5000,80,0,20,14,4,1,20,357,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220240,HS2231010024,1,1,0,0,1,1,0,2,2015,5,2015,1,2,2,5,1,12626,0,20,80,11,4,1,25,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220241,HS2231010025,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19220242,HS2231010026,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230001,HS2309010001,1,1,0,0,1,2,0,1,2014,5,2014,1,1,2,5,1,15000,70,0,30,12,2,1,10,1250,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230002,HS2309010002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230003,HS2309010003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230004,HS2309010004,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230005,HS2309010005,1,1,0,0,2,-7,0,2,2011,11,2011,2,2,2,5,1,12626,50,40,10,11,4,1,30,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230006,HS2309010006,1,1,0,0,2,-7,0,1,2008,7,2008,1,1,2,5,1,11952,50,20,30,10,4,1,30,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19230007,HS2309010007,1,1,0,0,2,-7,0,1,2012,7,2012,1,1,2,5,1,11952,50,20,30,10,4,1,30,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
