ID_HH,ID_HS,car_numb,car_a_numb,car_b_numb,car_c_numb,car_1,car_2,car_3,car_a6_r,car_a7,car_a8,car_a10,car_a11,car_a12_r,car_a13_g,car_a15_r,car_a17,car_a20_r,car_a27,car_a28,car_a29,car_a31_r,car_a32,car_a33,car_a34_r,car_a35,car_a36,car_b6_r,car_b7,car_b8,car_b10,car_b11,car_b12_r,car_b13_g,car_b15_r,car_b17,car_b20_r,car_b27,car_b28,car_b29,car_b31_r,car_b32,car_b33,car_b34_r,car_b35,car_b36
HH11110021,HS1103000005,1,1,0,0,2,-7,0,1,2015,6,2015,1,1,2,5,1,7000,30,30,40,11,4,1,18,636,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11110022,HS1103000007,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11110023,HS1102000003,1,1,0,0,2,-7,0,1,2018,4,2018,1,5,3,5,1,14000,60,10,30,13,4,1,25,1094,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210004,HS2111000004,1,0,1,0,2,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210007,HS2111000016,1,1,0,0,2,-7,0,1,2014,7,2005,2,1,1,5,1,20133,70,15,15,16,4,1,20,1258,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210008,HS2111000011,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210009,HS2107000014,1,1,0,0,1,1,0,1,2010,1,2010,1,3,2,5,1,10000,80,0,20,10,4,1,30,1000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210010,HS2107000002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210017,HS2105000091,1,1,0,0,2,-7,0,1,2017,4,2017,1,1,3,5,1,13200,80,0,20,9,3,1,20,1400,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210018,HS2105000011,1,1,0,0,2,-7,0,2,2017,3,2017,1,2,2,5,1,16000,80,15,5,14,4,1,27,1103,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210021,HS2105000020,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210024,HS2105000039,1,1,0,0,2,-7,0,2,2001,4,2001,1,3,2,5,1,10581,70,20,10,10,4,1,35,1086,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210026,HS2110000007,1,1,0,0,1,3,0,1,2010,8,2010,1,1,3,5,1,12580,50,20,30,10,4,1,11,1258,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210034,HS2105010034,1,1,0,0,2,-7,0,1,2014,4,-8,2,1,2,5,1,11952,70,5,25,10,4,1,57,1195,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210035,HS2114000001,1,1,0,0,1,1,0,1,2009,1,2009,1,1,2,5,1,3000,0,0,100,10,4,1,43,300,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210036,HS2114000002,1,1,0,0,2,-7,0,1,2015,11,2015,1,1,1,5,1,8000,80,0,20,12,4,1,26,672,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210038,HS2114000004,1,1,0,0,1,1,0,2,2014,1,2014,1,1,1,5,1,5000,0,0,100,13,3,2,16,385,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210039,HS2114000005,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210040,HS2114000006,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210048,HS2109000003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210049,HS2109000004,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210050,HS2109000005,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11210052,HS2102000001,1,1,0,0,1,1,0,2,2011,1,2011,1,2,2,5,1,8000,80,0,20,12,4,1,21,667,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220001,HS2204000002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220002,HS2204000003,1,1,0,0,2,-7,0,2,2004,3,2004,1,2,2,5,1,11000,60,0,40,11,4,2,22,979,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220003,HS2204000004,1,1,0,0,2,-7,0,2,2012,2,2012,1,2,2,5,1,16000,70,0,30,11,3,1,21,1423,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220004,HS2204000008,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220005,HS2204000011,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220007,HS2204000013,1,1,0,0,2,-7,0,1,2012,5,2012,1,1,1,5,1,10000,0,0,100,12,4,1,27,840,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220008,HS2204000014,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220009,HS2204000015,1,0,1,0,2,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220010,HS2204000020,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220011,HS2207000010,1,1,0,0,2,-7,0,1,2007,7,2007,1,1,2,5,1,11952,70,0,30,10,4,1,20,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220013,HS2207000028,2,2,0,0,2,-7,0,1,2007,9,2007,1,1,2,5,1,11952,50,40,10,10,4,2,40,1139,-7,1,2003,5,2003,1,1,1,5,1,10797,80,0,20,12,4,1,40,906,-7
HH11220014,HS2207000029,2,2,0,0,2,-7,0,1,2016,10,2016,1,1,3,5,1,13200,60,20,20,9,4,1,35,1400,-7,1,2019,2,2017,2,1,1,5,1,5000,50,0,50,12,4,2,15,420,-7
HH11220016,HS2207010068,1,1,0,0,2,-7,0,2,2018,12,2018,1,2,2,5,1,7500,50,35,15,11,3,1,20,667,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220017,HS2202010033,1,1,0,0,2,-7,0,1,2006,10,2006,1,1,2,5,1,11952,60,20,20,10,4,1,25,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220018,HS2205000018,1,1,0,0,2,-7,0,1,2013,4,2013,1,1,1,5,1,10797,40,20,40,14,4,2,15,771,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220021,HS2203000003,1,1,0,0,1,1,0,1,2017,3,2017,1,1,2,5,1,11952,60,20,20,12,4,1,20,996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220023,HS2203000011,1,1,0,0,1,1,0,1,2013,2,2010,2,1,2,5,1,11952,0,0,100,10,4,1,42,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220024,HS2203000012,1,1,0,0,2,-7,0,1,2015,5,2015,1,1,2,5,1,11000,70,0,30,11,4,1,35,1000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11220025,HS2206000007,1,1,0,0,2,-7,0,1,2013,3,2013,1,1,1,5,1,8000,70,0,30,12,4,2,15,672,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11230001,HS2331000001,1,1,0,0,2,-7,0,1,2010,-8,2010,1,2,2,5,1,12228,50,0,50,11,1,1,4,1096,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11230003,HS2331010008,1,1,0,0,2,-7,0,2,2008,11,2008,1,2,2,5,1,20000,0,40,60,11,4,1,30,1779,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11230005,HS2331010009,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11230011,HS2303000012,1,1,0,0,2,-7,0,2,2017,5,2017,1,2,2,5,1,12626,80,0,20,11,4,1,30,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11240002,HS2405000010,1,0,0,1,2,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11240020,HS2402000001,2,2,0,0,1,1,0,2,2016,1,2016,1,2,2,5,1,12000,100,0,0,13,3,2,10,923,-7,1,-8,4,-8,1,3,2,5,1,4000,100,0,0,8,3,1,26,500,-7
HH11240022,HS2402000003,1,1,0,0,2,-7,0,2,2001,10,1997,2,1,2,5,1,13403,100,0,0,11,4,1,20,1195,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11240023,HS2402000004,2,2,0,0,1,3,0,2,2015,9,2015,1,2,2,5,1,20000,100,0,0,13,2,1,20,1538,-7,1,2019,4,2015,2,2,2,5,1,5000,90,0,10,13,4,1,30,385,-7
HH11240026,HS2402000010,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11240027,HS2402000044,2,2,0,0,2,-7,0,2,2016,4,2016,1,2,2,7,1,12626,0,0,100,11,4,2,20,1123,-7,1,2016,3,2016,1,3,1,5,1,15300,100,0,0,12,4,1,30,1299,-7
HH11240029,HS2402000014,1,1,0,0,2,-7,0,1,2013,4,2005,2,1,2,5,1,11952,100,0,0,10,4,1,10,1139,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11240031,HS2402000016,1,1,0,0,2,-7,0,1,2014,3,2010,2,2,2,5,1,12228,0,80,20,11,4,2,20,1096,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11240035,HS2402010026,2,2,0,0,2,-7,0,1,2012,12,2007,2,1,2,5,1,11952,0,0,100,10,4,2,25,1139,-7,1,-8,6,-8,2,3,2,5,1,13870,100,0,0,10,4,1,30,1339,-7
HH11250002,HS2505000005,1,1,0,0,2,-7,0,1,2003,4,2003,1,1,2,5,1,11952,50,10,40,10,4,1,30,1195,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11250003,HS2505000006,1,1,0,0,1,1,0,1,2015,4,2015,1,1,2,5,1,28000,50,10,40,12,3,1,15,2333,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11250015,HS2503000028,1,1,0,0,1,1,0,1,2015,7,2015,1,1,1,5,1,11500,80,0,20,12,3,2,15,958,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11250016,HS2503000039,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11250022,HS2502000003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11250023,HS2502000005,1,1,0,0,2,-7,0,1,2012,4,2012,1,3,2,5,1,9000,80,0,20,10,4,1,28,869,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260008,HS2602000013,1,1,0,0,2,-7,0,2,2013,4,2013,1,3,2,5,1,10581,70,0,30,10,3,2,10,1086,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260017,HS2603000010,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260018,HS2603000011,1,1,0,0,2,-7,0,2,2003,11,2003,1,2,2,5,1,12626,70,0,30,11,4,2,13,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260022,HS2604000003,1,1,0,0,2,-7,0,1,2007,6,2007,1,1,1,5,1,12000,0,30,70,12,3,1,20,1007,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260025,HS2604000006,1,1,0,0,2,-7,0,1,2015,8,2015,1,1,1,5,1,5000,0,0,100,12,4,2,20,420,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260026,HS2631000003,2,2,0,0,2,-7,0,1,2010,10,2010,1,1,2,5,1,18000,70,0,30,10,4,1,30,1716,-7,1,2019,2,2019,1,1,1,5,1,10000,70,0,30,12,4,2,10,840,-7
HH11260027,HS2631000004,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260028,HS2631000005,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260029,HS2631000006,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260030,HS2631000007,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260031,HS2631000010,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260032,HS2631000011,1,1,0,0,2,-7,0,2,2016,11,2016,1,2,2,7,1,10000,70,0,30,11,3,1,20,890,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260033,HS2631000012,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260034,HS2631000013,1,1,0,0,2,-7,0,1,2010,1,1992,2,1,2,5,1,15000,70,0,30,10,1,2,5,1430,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260035,HS2631000014,1,1,0,0,2,-7,0,2,2017,-8,2017,1,1,1,5,1,5000,70,0,30,11,1,2,3,439,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260036,HS2631000016,1,1,0,0,2,-7,0,2,2001,3,2001,2,2,2,7,1,12626,50,40,10,11,4,1,30,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260037,HS2631000018,1,1,0,0,2,-7,0,2,2012,4,2012,1,2,2,5,1,16000,50,40,10,11,3,2,20,1423,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260039,HS2601000001,1,1,0,0,2,-7,0,2,2016,5,2016,1,2,2,5,1,17000,70,0,30,11,4,1,35,1512,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260040,HS2601000002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260041,HS2601000003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260042,HS2601000004,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260047,HS2601000009,1,1,0,0,2,-7,0,1,2017,5,2017,1,2,2,5,1,15000,0,0,100,11,3,2,20,1344,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260048,HS2601000011,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260049,HS2601000012,1,0,0,1,2,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260050,HS2604010014,1,1,0,0,2,-7,0,1,2019,8,2019,1,1,1,5,1,5000,100,0,0,12,3,2,15,420,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260052,HS2601000015,2,2,0,0,2,-7,0,1,2011,10,2011,1,1,2,5,1,15000,70,0,30,10,4,1,30,1430,-7,1,2016,5,2016,1,1,1,5,1,5000,0,0,100,12,4,2,5,420,-7
HH11260053,HS2601000016,2,2,0,0,2,-7,0,1,2013,7,2013,1,1,1,5,1,8000,90,0,10,12,4,2,10,672,-7,1,2012,3,2008,2,1,3,5,1,18000,60,0,40,9,4,1,30,1909,-7
HH11260054,HS2601000017,1,1,0,0,2,-7,0,1,2013,3,2013,1,1,1,5,1,10000,70,0,30,12,4,2,8,840,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11260055,HS2601000018,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11310005,HS3110100017,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11310014,HS3105000021,1,1,0,0,2,-7,0,1,2014,6,2014,1,1,3,5,1,13200,0,0,100,9,4,1,30,1400,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320002,HS3203000003,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320011,HS3204000002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320016,HS3241000001,1,1,0,0,2,-7,0,2,2009,5,2006,2,2,2,5,1,12626,0,100,0,11,4,1,30,1123,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320017,HS3241000002,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320018,HS3241000004,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320019,HS3241000005,1,1,0,0,2,-7,0,2,2003,8,2003,1,2,1,6,1,8000,0,100,0,13,4,1,35,630,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320021,HS3241000007,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320023,HS3241000009,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320025,HS3201000011,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320028,HS3201000014,1,1,0,0,2,-7,0,1,2016,3,2003,2,3,1,5,1,40000,50,50,0,12,3,1,25,3396,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH11320030,HS3201000016,0,0,0,0,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
