ID_HH,s12_car_numb,s12_car_a_numb,s12_car_b_numb,s12_car_c_numb,s12_car_1,s12_car_2,s12_car_3,s12_car_a6_r,s12_car_a7,s12_car_a8,s12_car_a10,s12_car_a11,s12_car_a12_r,s12_car_a13_g,s12_car_a15_r,s12_car_a17,s12_car_a20_r,s12_car_a29,s12_car_a30,s12_car_a31,s12_car_a33_r,s12_car_a34,s12_car_a35,s12_car_a36_r,s12_car_a37,s12_car_a38,s12_car_b6_r,s12_car_b7,s12_car_b8,s12_car_b10,s12_car_b11,s12_car_b12_r,s12_car_b13_g,s12_car_b15_r,s12_car_b17,s12_car_b20_r,s12_car_b29,s12_car_b30,s12_car_b31,s12_car_b33_r,s12_car_b34,s12_car_b35,s12_car_b36_r,s12_car_b37,s12_car_b38
HH19110528,1,1,0,0,0,-7,-7,1,2003,2,2003,1,1,1,5,1,8000,60,0,40,11.97303103,4,1,4,668.1683178,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110529,1,1,0,0,0,-7,-7,1,2015,9,2015,1,1,2,5,1,11128.7891,80,0,20,10.91584582,2,2,-8,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110530,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110531,1,1,0,0,1,1,-7,2,2014,9,2014,1,5,3,5,2,4000,0,0,100,12,4,1,4,333.3333333,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110532,1,1,0,0,0,-7,-7,1,2007,5,2007,1,1,2,5,1,10000,80,0,20,10.91584582,4,1,4,916.0994174,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110534,1,1,0,0,0,-7,-7,2,2014,10,2014,1,2,2,7,1,15000,90,0,10,11.30514019,3,1,4,1326.830075,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110535,1,1,0,0,0,-7,-7,2,2011,5,2007,2,2,2,5,1,11396.05,30,10,60,11.30514019,4,1,4,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110536,1,1,0,0,0,-7,-7,2,2013,2,2013,1,2,3,5,1,18000,90,0,10,10.66988417,4,1,4,1686.991134,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110537,1,1,0,0,0,-7,-7,2,2017,1,2017,1,2,2,5,1,6800,10,0,90,11,4,1,4,618.1818182,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110538,2,1,1,0,0,-7,-7,1,2017,3,-8,2,1,2,5,1,11128.7891,20,80,0,10.91584582,4,1,3,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110539,1,1,0,0,0,-7,-7,1,2018,9,2018,1,1,3,5,1,10895.89181,30,60,10,9.978661088,4,1,4,1091.919218,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110540,1,0,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110541,2,2,0,0,1,1,-7,1,2014,1,2007,2,1,2,5,1,11128.7891,80,15,5,15.2,4,2,3,732.1571779,-7,1,2020,11,2009,2,1,1,5,1,3620,90,5,5,15.5,4,1,4,233.5483871,-7
HH19110542,1,1,0,0,0,-7,-7,1,2017,10,2017,1,1,2,5,1,10199,0,0,100,10,4,1,4,1019.9,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110543,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110544,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110545,1,1,0,0,1,2,-7,2,2012,3,2012,1,1,1,5,1,20000,10,85,5,9,2,2,2,2222.222222,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110546,1,1,0,0,0,-7,-7,2,2013,11,2013,1,2,2,5,1,7000,0,0,100,11.30514019,4,2,4,619.1873683,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110548,1,1,0,0,0,-7,-7,1,2018,4,2018,1,1,2,5,1,18750,90,0,10,10.91584582,4,1,4,1717.686408,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110549,1,1,0,0,0,-7,-7,2,2018,12,2018,1,2,3,7,1,30000,80,10,10,10.66988417,4,1,3,2811.651891,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110550,1,1,0,0,1,1,-7,2,2016,8,2016,1,2,3,7,1,7400,0,0,100,10.66988417,4,1,4,693.5407997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110551,1,1,0,0,1,1,-7,1,2007,11,2002,2,1,3,5,1,6000,0,0,100,9.978661088,3,1,3,601.2830727,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110552,1,1,0,0,0,-7,-7,1,2012,9,2012,1,1,3,5,1,22500,95,0,5,9.978661088,4,1,4,2254.811523,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110553,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110554,1,1,0,0,0,-7,-7,1,2019,4,2019,1,1,2,5,1,11000,90,0,10,10.91584582,4,1,4,1007.709359,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110555,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110556,1,1,0,0,0,-7,-7,2,2018,3,2018,1,2,1,5,1,20000,80,10,10,11.67708333,4,1,4,1712.756467,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110557,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110558,2,2,0,0,0,-7,-7,1,2016,4,2010,2,1,3,5,1,20000,50,0,50,9.978661088,4,2,4,2004.276909,-7,1,2019,12,2017,2,1,2,5,1,10000,50,0,50,10.91584582,4,1,4,916.0994174,-7
HH19110559,1,1,0,0,0,-7,-7,1,2017,6,2017,1,3,2,5,1,15000,0,0,100,11.5,4,1,4,1304.347826,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110560,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110561,1,1,0,0,0,-7,-7,1,2012,6,2012,1,5,2,5,1,10000,70,0,30,13.32352941,2,1,3,750.5518764,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110562,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110563,1,1,0,0,0,-7,-7,2,2020,8,2020,1,1,1,5,1,2935,90,0,10,11.3,4,1,4,259.7345133,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110564,1,1,0,0,0,-7,-7,1,2018,4,2018,1,1,2,5,1,12000,90,0,10,10,4,1,4,1200,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110566,1,1,0,0,0,-7,-7,1,2015,2,2009,2,1,1,5,1,10001.62431,80,0,20,11.97303103,3,1,4,835.3460613,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110567,1,1,0,0,0,-7,-7,2,-8,-8,-8,1,2,2,5,1,11396.05,80,10,10,11.30514019,4,1,4,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110568,1,1,0,0,0,-7,-7,1,2015,10,2015,1,1,1,5,1,10001.62431,50,20,30,11.97303103,3,1,4,835.3460613,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110569,1,1,0,0,0,-7,-7,2,2017,10,2017,1,1,2,5,1,10521.71739,60,20,20,10.86829268,4,1,4,968.1113399,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110570,1,1,0,0,0,-7,-7,1,-8,-8,-8,1,1,2,5,1,11128.7891,80,10,10,10.91584582,4,1,4,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110571,1,1,0,0,0,-7,-7,2,2017,3,2017,1,2,2,5,1,11396.05,50,20,30,11.30514019,3,1,4,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110572,1,1,0,0,0,-7,-7,1,2018,9,2017,2,1,2,5,1,11128.7891,50,20,30,10.91584582,3,1,4,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110573,1,1,0,0,0,-7,-7,1,2017,8,-8,1,2,3,5,1,14842.10526,70,10,20,10.46428571,2,1,3,1418.358182,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110574,1,1,0,0,0,-7,-7,2,2018,2,2018,1,1,3,5,1,11274.21739,70,10,20,11.28378378,2,1,3,999.1522,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110575,1,1,0,0,0,-7,-7,1,2014,6,2014,1,1,2,5,1,11128.7891,60,20,20,10.91584582,4,1,4,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110576,1,1,0,0,0,-7,-7,2,2016,11,2016,1,2,3,5,1,11672.21557,70,10,20,10.66988417,3,1,4,1093.940232,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110577,1,1,0,0,0,-7,-7,2,2012,3,2012,1,2,2,5,1,11396.05,80,10,10,11.30514019,4,1,4,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110578,1,1,0,0,0,-7,-7,2,2018,3,2018,1,1,2,5,1,10521.71739,60,20,20,10.86829268,3,1,-8,968.1113399,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110579,1,1,0,0,0,-7,-7,1,2018,12,2018,1,1,1,5,2,10001.62431,50,10,40,12,2,2,3,833.4686925,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110581,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110582,1,1,0,0,0,-7,-7,1,2016,12,2016,1,1,2,5,1,11128.7891,50,20,30,10.91584582,3,1,4,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110583,1,1,0,0,0,-7,-7,2,2015,3,2015,1,2,2,5,1,11396.05,70,10,20,11.30514019,3,1,4,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110584,1,1,0,0,0,-7,-7,2,2016,7,2016,1,2,2,5,1,11396.05,70,10,20,11.30514019,2,1,3,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110585,1,1,0,0,0,-7,-7,2,2012,12,2012,1,2,3,5,1,11672.21557,60,30,10,10.66988417,4,1,4,1093.940232,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110586,1,1,0,0,0,-7,-7,1,2015,10,2015,1,1,2,5,1,11128.7891,50,10,40,10.91584582,2,1,3,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110587,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110588,1,1,0,0,0,-7,-7,1,2016,5,2016,1,1,3,5,1,10895.89181,70,20,10,9.978661088,3,1,4,1091.919218,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110589,2,2,0,0,0,-7,-7,1,2018,3,2018,1,1,2,5,1,11128.7891,80,20,0,10.91584582,2,1,3,1019.507721,-7,1,2014,12,2014,1,1,2,5,1,11128.7891,0,0,100,10.91584582,2,2,2,1019.507721,-7
HH19110590,1,1,0,0,0,-7,-7,1,2014,5,2014,1,2,2,5,1,14116.39216,60,30,10,11.59428571,4,1,4,1217.530127,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110592,1,1,0,0,0,-7,-7,1,2016,11,2016,1,1,2,5,1,11128.7891,80,10,10,10.91584582,3,1,-8,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110593,1,1,0,0,0,-7,-7,1,2010,3,2010,1,1,2,5,1,11128.7891,80,10,10,10.91584582,4,1,4,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110594,1,1,0,0,0,-7,-7,1,2014,12,2014,1,1,2,5,1,11128.7891,70,10,20,10.91584582,3,1,4,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110595,1,1,0,0,0,-7,-7,2,2012,7,2012,1,2,2,5,1,11396.05,50,30,20,11.30514019,3,1,3,1008.041458,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110596,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110597,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110598,1,1,0,0,0,-7,-7,1,2013,6,2013,1,1,2,5,1,11128.7891,70,10,20,10,4,1,4,1112.87891,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110599,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110600,1,1,0,0,0,-7,-7,1,2016,7,2016,1,1,2,5,1,11128.7891,30,30,40,12,3,1,-8,927.399092,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110601,1,1,0,0,0,-7,-7,2,2017,9,2017,1,1,1,5,1,9503.049383,40,30,30,11,3,1,-8,863.9135803,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110602,1,1,0,0,0,-7,-7,1,2015,3,2015,1,1,2,5,1,11128.7891,20,30,50,12,4,1,-8,927.399092,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110603,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110604,1,1,0,0,0,-7,-7,1,2014,8,2014,1,1,1,5,1,10001.62431,10,10,80,13,4,1,-8,769.3557161,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110605,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110606,1,1,0,0,0,-7,-7,1,2013,5,2013,1,1,2,5,1,11128.7891,20,30,50,13,3,1,-8,856.0607003,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110607,1,1,0,0,0,-7,-7,1,2016,2,2016,1,5,2,5,1,8068.181818,20,0,80,13.32352941,3,1,-8,605.5589003,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110608,1,1,0,0,0,-7,-7,2,2013,12,2013,1,1,1,5,1,9503.049383,20,30,50,12,4,1,-8,791.9207819,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110609,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110610,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110611,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110612,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110613,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110614,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110615,1,1,0,0,0,-7,-7,2,2015,9,2015,1,1,3,5,1,11274.21739,10,30,60,11.28378378,3,1,-8,999.1522,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110616,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110617,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110618,1,1,0,0,0,-7,-7,1,2009,3,2009,1,1,2,5,1,5000,40,30,30,9,4,1,4,555.5555556,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110619,1,1,0,0,0,-7,-7,2,-8,-8,2018,2,2,3,5,1,11672.21557,20,20,60,12,3,1,-8,972.6846307,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110620,1,1,0,0,0,-7,-7,2,2017,6,2014,2,2,3,7,1,5000,20,60,20,12,4,1,4,416.6666667,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110621,1,1,0,0,0,-7,-7,1,2017,8,2017,1,1,1,5,1,10001.62431,20,30,50,11,2,1,3,909.2385736,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110622,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110623,1,1,0,0,0,-7,-7,1,-8,-8,-8,1,1,2,5,1,11128.7891,30,20,50,12,3,1,-8,927.399092,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110624,1,1,0,0,0,-7,-7,1,2012,3,2012,1,1,1,5,1,10001.62431,30,30,40,10,3,1,3,1000.162431,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110625,1,1,0,0,0,-7,-7,1,2008,6,2008,1,1,1,5,1,10001.62431,0,0,100,12,4,1,4,833.4686925,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110626,1,1,0,0,0,-7,-7,2,2017,10,2017,1,1,2,5,1,10521.71739,30,10,60,10.86829268,4,1,-8,968.1113399,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110627,1,1,0,0,0,-7,-7,1,2016,10,2016,1,1,2,5,1,11128.7891,10,20,70,12,4,1,3,927.399092,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110628,1,1,0,0,0,-7,-7,1,2010,5,2010,2,1,2,5,1,11128.7891,0,0,100,10.91584582,3,1,-8,1019.507721,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110629,1,1,0,0,0,-7,-7,1,2017,10,2017,1,1,2,5,1,11128.7891,30,20,50,12,3,1,-8,927.399092,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110630,1,1,0,0,0,-7,-7,1,-8,-8,-8,1,1,2,5,1,11128.7891,40,20,40,10,4,1,-8,1112.87891,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110631,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110632,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110633,1,1,0,0,0,-7,-7,2,2014,7,2014,1,1,1,5,1,9503.049383,20,70,10,9,4,1,4,1055.894376,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110634,1,1,0,0,0,-7,-7,1,2018,9,2018,1,1,2,5,1,11128.7891,20,30,50,11,4,1,4,1011.7081,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
HH19110635,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
