"","가구ID","광역시도","주택종류","외벽수","주택방향","준공년도","난방기기","난방연료","취사설비","냉방만족도","난방만족도","가구원수","교육정도","출생년도","세후소득","연도","전기소비량","지역난방소비량","도시가스소비량","등유소비량","프로판소비량","기타석유소비량","연탄소비량","기타연료소비량","석유소비량"
"190","HH13110199",11,6,3,1,2009,5,4,2,2,2,4,2,1967,5700,2019,2583.44,0,7398.51,0,0,0,0,0,0
"191","HH13110200",11,6,2,5,2004,5,4,2,2,2,4,3,1978,4100,2019,2291.9,0,1996.26,0,0,0,0,0,0
"192","HH17110033",11,1,5,3,2002,5,4,2,2,2,2,2,1959,3500,2019,3904.4,0,9724.05,0,0,0,0,0,0
"193","HH13110190",11,6,3,1,2003,5,4,0,2,2,4,3,1973,4000,2019,2404.56,0,13232.94,0,0,0,0,0,0
"194","HH18110041",11,3,5,3,1997,5,4,2,2,2,3,3,1970,4300,2019,3964.6,0,9929.85,0,0,0,0,0,0
"195","HH18110203",11,2,4,5,1994,5,4,0,2,2,3,2,1961,5800,2019,4211.42,0,6945.75,0,0,0,0,0,0
"196","HH18110046",11,5,3,3,1994,5,4,2,2,2,2,2,1963,4700,2019,3800.34,0,10135.65,0,0,0,0,0,0
"197","HH18110050",11,1,5,6,1997,5,4,2,2,2,3,2,1958,5500,2019,2599.78,0,9261,0,0,0,0,0,0
"198","HH18110053",11,1,6,3,1966,5,4,2,2,2,2,2,1960,4700,2019,3259.4,0,9693.18,0,0,0,0,0,0
"199","HH18110049",11,6,2,1,1999,5,4,2,2,1,4,3,1959,6000,2019,2576.56,0,11658.57,0,0,0,0,0,0
"200","HH18110205",11,6,4,3,1994,5,4,2,1,2,3,3,1972,4100,2019,2397.68,0,2099.16,0,0,0,0,0,0
"201","HH18110206",11,5,5,3,2001,5,4,2,2,3,3,2,1955,400,2019,3521.7,0,8808.24,0,0,0,0,6040,0
"202","HH18110207",11,1,5,3,1969,5,4,2,3,3,2,2,1964,4300,2019,4300,0,8437.8,0,0,0,0,0,0
"203","HH18110209",11,1,5,4,1973,5,4,2,2,2,3,2,1971,4000,2019,2939.48,0,17204.88,0,0,0,0,0,0
"204","HH18110210",11,1,5,2,1990,5,4,2,2,2,3,3,1973,4500,2019,2869.82,0,8921.43,0,0,0,0,0,0
"205","HH18110211",11,1,4,3,1988,5,4,2,2,2,3,2,1958,5800,2019,4243.24,0,8376.06,0,0,0,0,0,0
"206","HH18110087",11,1,6,3,2001,0,7,2,2,2,2,2,1952,2800,2019,3094.28,0,7768.95,0,0,0,0,0,0
"207","HH18110096",11,2,5,4,1994,5,4,2,2,2,4,2,1962,7600,2019,2756.3,0,8396.64,0,0,0,0,0,0
"208","HH18110090",11,3,4,3,1995,5,4,2,2,2,4,2,1969,4700,2019,4084.14,0,8581.86,0,0,0,0,0,0
"209","HH18110085",11,1,4,6,1966,5,4,2,3,3,3,2,1964,5500,2019,2484.54,0,8180.55,0,0,0,0,0,0
"210","HH19110162",11,6,3,3,2006,5,4,2,3,3,1,1,1937,1000,2019,2126.78,0,2438.73,0,0,0,0,0,0
"211","HH19110164",11,6,3,2,2003,5,4,2,3,3,4,2,1965,4200,2019,2691.8,0,5710.95,0,0,0,0,0,0
"212","HH19110165",11,6,2,2,2005,5,4,2,3,3,6,2,1975,7400,2019,2613.54,0,9086.07,0,0,0,0,0,0
"213","HH19110171",11,6,3,5,2005,5,4,2,3,3,4,3,1964,15500,2019,3848.5,0,5855.01,0,0,0,0,0,0
"214","HH19110173",11,6,3,6,2007,5,4,2,3,3,3,-8,1945,1600,2019,3373.78,0,3910.2,0,0,0,0,0,0
"215","HH19110176",11,4,3,3,2003,5,4,2,3,3,2,-8,1962,-9,2019,3539.76,0,14519.19,0,0,0,0,0,0
"216","HH19110178",11,6,3,1,2010,5,4,2,3,3,4,2,1957,7800,2019,3342.82,0,5206.74,0,0,0,0,0,0
"217","HH19110179",11,6,2,1,1999,5,4,2,3,3,4,3,1969,5000,2019,3197.48,0,5083.26,0,0,0,0,0,0
"218","HH19110180",11,6,2,1,1999,5,4,2,3,3,3,2,1962,3600,2019,1887.7,0,4599.63,0,0,0,0,0,0
"219","HH19110181",11,6,2,1,1999,5,4,2,3,3,1,1,1957,850,2019,1845.56,0,3138.45,0,0,0,0,0,0
"220","HH19110182",11,6,2,1,1999,5,4,2,3,3,3,2,1957,3000,2019,1866.2,0,4630.5,0,0,0,0,0,0
"221","HH19110183",11,6,2,2,1999,5,4,2,3,3,3,2,1968,1100,2019,1885.98,0,5206.74,0,0,0,0,0,0
"222","HH19110186",11,8,4,3,2015,5,4,2,3,3,4,2,1969,-9,2019,4355.9,0,4908.33,0,0,0,0,0,0
"223","HH19110187",11,4,3,3,1979,5,4,2,3,3,1,2,1936,900,2019,3211.24,0,10403.19,0,0,0,0,0,0
"224","HH19110188",11,4,3,3,1979,5,4,2,3,3,2,-8,1962,1100,2019,3108.04,0,9168.39,0,0,0,0,0,0
"225","HH19110189",11,6,2,3,2000,5,4,2,3,3,4,3,1961,-9,2019,2166.34,0,7130.97,0,0,0,0,0,0
"226","HH19110190",11,6,2,5,2005,5,4,4,3,3,4,3,1967,7200,2019,4180.46,0,7913.01,0,0,0,0,0,0
"227","HH19110191",11,4,3,1,1981,5,4,2,3,3,4,2,1963,8500,2019,2145.7,0,4980.36,0,0,0,0,0,0
"228","HH19110192",11,3,2,8,1967,5,4,2,3,3,3,3,1980,3800,2019,2942.92,0,7840.98,0,0,0,0,0,0
"229","HH19110174",11,3,4,6,1991,5,4,2,1,1,4,3,1980,9000,2019,2790.7,0,8376.06,0,0,0,0,0,0
"230","HH18110083",11,5,4,7,1992,5,4,2,2,2,4,2,1969,5100,2019,1635.72,0,5597.76,0,0,0,0,0,0
"231","HH18110088",11,5,3,5,2001,5,4,2,3,2,4,2,1962,5700,2019,3415.06,0,9549.12,0,0,0,0,0,0
"232","HH18110079",11,6,2,1,2008,5,4,2,2,3,4,2,1963,6100,2019,3135.56,0,7069.23,0,0,0,0,0,0
"233","HH18110091",11,5,3,2,1989,5,4,2,2,3,2,2,1952,230,2019,3347.12,0,5402.25,0,0,0,0,0,0
"234","HH19110196",11,6,5,4,2003,5,4,2,2,2,4,2,1965,5000,2019,3489.88,0,9353.61,0,0,0,0,0,0
"235","HH19110197",11,6,2,7,2003,5,4,2,3,2,2,2,1957,3200,2019,2754.58,0,10742.76,0,0,0,0,0,0
"236","HH19110198",11,6,4,3,2003,5,4,2,2,2,2,3,1970,3600,2019,2937.76,0,11740.89,0,0,0,0,0,0
"237","HH19110199",11,6,4,3,2003,5,4,2,2,2,3,2,1965,4300,2019,3040.1,0,9188.97,0,0,0,0,0,0
"238","HH19110200",11,2,4,7,1994,5,4,2,2,2,3,3,1980,4000,2019,2689.22,0,10084.2,0,0,0,0,0,0
"239","HH19110201",11,8,4,5,2005,5,4,2,2,2,1,3,1983,4000,2019,2058.84,0,2973.81,0,0,0,0,0,0
"240","HH19110202",11,2,5,6,1972,5,4,2,2,2,4,3,1963,5400,2019,2918.84,0,9734.34,0,0,0,0,0,0
"241","HH19110203",11,2,4,5,1993,5,4,2,2,2,1,3,1991,3200,2019,1528.22,0,3611.79,0,0,0,0,0,0
"242","HH19110204",11,2,5,6,1970,5,4,2,3,3,2,2,1961,4500,2019,2365,0,3766.14,0,0,0,0,0,0
"243","HH19110205",11,2,5,6,1970,5,4,2,2,3,4,3,1965,5000,2019,3070.2,0,8036.49,0,0,0,0,0,0
"244","HH19110206",11,2,4,5,1994,5,4,2,2,2,1,3,1991,3200,2019,2039.06,0,3591.21,0,0,0,0,0,0
"245","HH19110207",11,2,5,7,1991,5,4,2,2,2,3,3,1981,5500,2019,2995.38,0,6997.2,0,0,0,0,0,0
"246","HH19110208",11,3,4,7,1991,5,4,2,2,2,2,2,1973,4000,2019,2458.74,0,8077.65,0,0,0,0,0,0
"247","HH19110209",11,1,3,5,1995,5,4,2,2,2,4,2,1964,4600,2019,3535.46,0,11164.65,0,0,0,0,0,0
"248","HH19110210",11,1,5,5,1990,5,4,2,2,2,4,2,1963,5400,2019,2921.42,0,10156.23,0,0,0,0,0,0
"249","HH19110211",11,1,6,5,1967,5,4,2,2,2,4,2,1961,6000,2019,3587.92,0,12584.67,0,0,0,0,0,0
"250","HH19110212",11,1,5,7,1967,5,4,2,3,3,4,2,1964,4500,2019,3322.18,0,11936.4,0,0,0,0,0,0
"251","HH19110213",11,1,3,3,1980,5,4,2,2,2,3,3,1973,5500,2019,2768.34,0,9024.33,0,0,0,0,0,0
"252","HH19110214",11,3,4,7,2003,5,4,2,3,3,3,2,1962,5500,2019,2990.22,0,10372.32,0,0,0,0,0,0
"253","HH19110215",11,8,5,6,1997,5,4,2,2,3,2,3,1981,4000,2019,3365.18,0,9940.14,0,0,0,0,0,0
"254","HH19110216",11,5,4,7,1998,5,4,2,3,3,2,3,1982,2800,2019,1744.08,0,14694.12,0,0,0,0,0,0
"255","HH18110066",11,6,2,3,2000,5,4,2,3,3,4,2,1973,-8,2019,4458.24,0,10156.23,0,0,0,0,0,0
"256","HH18110029",11,5,4,4,2002,5,4,2,1,3,4,2,1971,250,2019,2656.54,0,8653.89,0,0,0,0,0,0
"257","HH18110092",11,6,3,1,2003,5,4,2,3,3,4,3,1967,8000,2019,3040.96,0,6832.56,0,0,0,0,785.2,0
"258","HH18110093",11,6,4,5,1990,5,4,3,2,1,4,3,1963,3000,2019,2740.82,0,5391.96,0,0,0,0,906,0
"259","HH19110217",11,6,3,5,1995,1,5,2,3,3,4,3,1969,550,2019,3478.7,1378,11010.3,0,0,0,0,0,0
"260","HH19110218",11,6,3,3,1995,1,5,2,3,3,2,2,1957,5700,2019,3331.64,8353,7995.33,0,0,0,0,0,0
"261","HH19110219",11,6,3,3,1995,5,4,2,2,2,2,2,1958,400,2019,2588.6,0,8520.12,0,0,0,0,0,0
"262","HH19110220",11,6,3,1,1995,5,4,2,3,3,2,2,1962,3500,2019,3534.6,0,8581.86,0,0,0,0,0,0
"263","HH19110221",11,6,3,1,1995,5,4,2,3,3,2,2,1955,4500,2019,3242.2,0,11102.91,0,0,0,0,0,0
"264","HH19110222",11,6,3,3,1995,5,4,2,3,3,2,2,1960,3500,2019,3159.64,0,8849.4,0,0,0,0,0,0
"265","HH19110223",11,6,3,5,2002,5,4,2,3,3,1,2,1952,220,2019,2168.06,0,6760.53,0,0,0,0,0,0
"266","HH19110224",11,6,3,5,2002,5,4,2,3,3,4,3,1982,4000,2019,2992.8,0,11524.8,0,0,0,0,0,0
"267","HH19110225",11,6,3,5,2002,5,4,2,3,3,3,3,1980,4000,2019,3217.26,0,8571.57,0,0,0,0,0,0
"268","HH19110226",11,6,3,3,2002,5,4,2,3,3,3,3,1972,4400,2019,3205.22,0,10464.93,0,0,0,0,0,0
"269","HH19110227",11,5,3,3,1993,5,4,2,3,3,2,3,1984,5590,2019,2365,0,4383.54,0,0,0,0,0,0
"270","HH19110228",11,1,3,7,1988,5,4,2,2,2,4,3,1968,5500,2019,3788.3,0,10886.82,0,0,0,0,0,0
"271","HH19110229",11,5,3,5,2003,5,4,2,2,2,3,2,1962,6500,2019,3200.92,0,10495.8,0,0,0,0,0,0
"272","HH19110230",11,5,3,3,1995,5,4,2,2,2,2,3,1984,5500,2019,2788.12,0,6307.77,0,0,0,0,0,0
"273","HH19110231",11,1,3,3,1989,5,4,2,2,2,3,2,1955,5500,2019,3614.58,0,9991.59,0,0,0,0,0,0
"274","HH19110232",11,1,6,5,1977,5,4,2,2,2,3,2,1960,6600,2019,3163.08,0,11524.8,0,0,0,0,0,0
"275","HH19110234",11,6,3,3,1988,1,5,2,3,3,4,3,1972,4700,2019,3672.2,9902,2315.25,0,0,0,0,0,0
"276","HH19110235",11,6,3,3,1988,1,5,2,3,3,2,1,1939,2200,2019,2290.18,868,843.78,0,0,0,0,0,0
"277","HH19110236",11,6,3,3,1988,1,5,2,3,3,1,2,1954,220,2019,2451.86,6371,2243.22,0,0,0,0,0,0
"278","HH19110237",11,6,3,3,1988,1,5,2,3,3,4,2,1982,6800,2019,3658.44,9936,2119.74,0,0,0,0,0,0
"279","HH19110238",11,6,3,3,1988,1,5,2,3,3,3,3,1964,7500,2019,3412.48,8441,2809.17,0,0,0,0,0,0
"280","HH19110239",11,6,3,1,1987,5,4,2,3,3,1,2,1952,220,2019,2504.32,0,6667.92,0,0,0,0,0,0
"281","HH19110241",11,6,3,1,1988,5,4,2,3,3,1,2,1959,2700,2019,2445.84,0,7840.98,0,0,0,0,0,0
"282","HH19110243",11,6,3,1,1987,5,4,2,3,3,3,3,1984,4500,2019,3535.46,0,9816.66,0,0,0,0,0,0
"283","HH19110244",11,6,3,1,1988,5,4,2,3,3,3,3,1983,4700,2019,2943.78,0,9075.78,0,0,0,0,0,0
"284","HH19110245",11,6,3,1,1987,5,4,2,3,3,2,2,1958,3500,2019,3102.88,0,11833.5,0,0,0,0,0,0
"285","HH18110164",11,6,2,6,2000,5,4,2,3,3,4,2,1974,-8,2019,2452.72,0,7748.37,0,0,0,0,0,0
"286","HH13110090",11,6,3,6,1998,1,5,2,3,3,4,2,1978,-9,2019,2951.52,6534,11689.44,0,0,0,0,0,0
"287","HH17110050",11,1,6,6,1988,7,1,1,4,4,1,1,1932,500,2019,2576.56,0,0,0,481.6,0,22136.4,0,481.6
"288","HH18110153",11,6,3,3,1998,1,5,2,4,4,4,3,1976,4000,2019,2951.52,6534,7223.58,0,0,0,0,0,0
"289","HH18110154",11,6,2,3,1992,5,4,2,3,3,4,3,1970,-9,2019,2790.7,0,8478.96,0,0,0,0,0,0
"290","HH18110155",11,6,3,3,1992,5,4,2,3,3,4,2,1976,3240,2019,2411.44,0,8880.27,0,0,0,0,0,0
"291","HH18110028",11,4,3,5,1995,5,4,2,3,3,4,3,1981,3600,2019,3095.14,0,9621.15,0,0,0,0,0,0
"292","HH18110038",11,1,6,1,1970,7,1,1,4,3,3,2,1965,-9,2019,843.66,0,0,0,1444.8,0,13622.4,0,1444.8
"293","HH18110098",11,6,2,3,1992,5,4,2,3,3,4,3,1978,-9,2019,2348.66,0,9435.93,0,0,0,0,0,0
"294","HH18110101",11,6,2,1,1992,5,4,2,2,2,4,2,1981,3400,2019,2628.16,0,7923.3,0,0,0,0,0,0
"295","HH18110016",11,6,3,3,1992,5,4,2,2,3,4,3,1976,6400,2019,2229.98,0,4424.7,0,0,0,0,0,0
"296","HH18110158",11,6,2,8,1992,5,4,2,3,3,4,2,1975,3800,2019,2227.4,0,9291.87,0,0,0,0,0,0
"297","HH18110109",11,6,2,1,2002,5,4,2,3,3,3,4,1978,4000,2019,2790.7,0,9600.57,0,0,0,0,0,0
"298","HH18110112",11,6,2,5,1992,2,4,2,2,3,3,3,1973,-9,2019,1669.26,0,4860.53,0,0,0,0,0,0
"299","HH18110235",11,6,4,3,1998,1,5,2,2,3,5,3,1971,6000,2019,2731.36,10974,1224.51,0,0,0,0,0,0
"300","HH19110246",11,6,4,3,1995,5,4,2,3,3,3,2,1963,5600,2019,2823.38,0,5361.09,0,0,0,0,0,0
"301","HH19110247",11,6,4,3,1994,5,4,2,2,2,3,2,1961,4400,2019,2829.4,0,9199.26,0,0,0,0,0,0
"302","HH19110248",11,6,3,3,1995,5,4,2,2,2,3,3,1975,4500,2019,3114.06,0,12152.49,0,0,0,0,0,0
"303","HH19110249",11,6,2,3,1995,5,4,2,2,2,3,3,1970,4000,2019,3113.2,0,12934.53,0,0,0,0,0,0
"304","HH19110250",11,6,4,3,1994,5,4,2,2,2,3,3,1970,4100,2019,2456.16,0,8911.14,0,0,0,0,0,0
"305","HH19110251",11,6,4,2,1999,5,4,2,2,2,3,2,1969,4000,2019,2769.2,0,9291.87,0,0,0,0,0,0
"306","HH19110252",11,6,4,2,1999,5,4,2,2,2,4,3,1966,5000,2019,3569.86,0,10927.98,0,0,0,0,0,0
"307","HH19110253",11,6,4,2,1999,5,4,2,3,3,2,2,1968,4150,2019,3098.58,0,10464.93,0,0,0,0,0,0
"308","HH19110254",11,7,3,1,1992,5,4,1,3,3,2,3,1978,5000,2019,1958.22,0,4198.32,0,2648.8,0,0,0,2648.8
"309","HH19110255",11,4,3,7,1994,5,4,2,2,2,1,3,1985,2400,2019,2225.68,0,3570.63,0,0,0,0,0,0
"310","HH19110256",11,4,3,2,2015,5,4,2,3,2,1,3,1991,2800,2019,2156.88,0,7120.68,0,0,0,0,0,0
"311","HH19110257",11,5,3,7,2002,5,4,2,2,2,2,2,1951,2800,2019,3172.54,0,11483.64,0,0,0,0,0,0
"312","HH19110258",11,4,3,7,2002,5,4,2,2,2,1,2,1958,2100,2019,2057.12,0,6060.81,0,0,0,0,0,0
"313","HH19110259",11,8,4,2,2012,5,4,2,2,3,1,2,1965,2300,2019,2651.38,0,9796.08,0,0,0,0,0,0
"314","HH19110261",11,6,4,3,1999,5,4,2,3,3,4,3,1972,-8,2019,2569.68,0,6482.7,0,0,0,0,0,0
"315","HH19110262",11,6,4,3,1999,5,4,2,3,3,1,2,1962,2200,2019,2260.94,0,4424.7,0,0,0,0,0,0
"316","HH19110263",11,6,2,3,1999,5,4,2,3,2,3,3,1971,4800,2019,2035.62,0,5072.97,0,0,0,0,0,0
"317","HH19110264",11,6,2,3,1999,5,4,2,3,2,1,2,1973,2900,2019,2114.74,0,8818.53,0,0,0,0,0,0
"318","HH19110265",11,6,4,3,1999,5,4,2,3,3,4,3,1970,-8,2019,2440.68,0,8242.29,0,0,0,0,0,0
"319","HH19110267",11,6,4,3,1998,1,5,2,2,2,1,3,1993,2300,2019,2220.52,7357,1203.93,0,0,0,0,0,0
"320","HH19110269",11,6,4,5,1998,1,5,2,2,2,3,2,1960,4500,2019,2155.16,5951,1389.15,0,0,0,0,0,0
"321","HH19110270",11,6,4,3,1998,1,5,2,2,2,2,2,1954,3000,2019,2950.66,10957,9775.5,0,0,0,0,0,0
"322","HH19110271",11,6,4,5,1998,1,5,2,2,2,4,3,1957,7500,2019,2959.26,10944,1666.98,0,0,0,0,0,0
"323","HH19110272",11,6,3,3,1998,1,5,2,2,2,3,2,1963,4400,2019,2315.98,5774,2212.35,0,0,0,0,0,0
"324","HH19110273",11,6,4,5,1998,1,5,2,3,3,2,2,1959,4700,2019,3458.06,2476,7583.73,0,0,0,0,0,0
"325","HH19110274",11,6,4,3,1998,1,5,2,2,2,4,3,1960,7000,2019,2646.22,8017,1831.62,0,0,0,0,0,0
"326","HH19110275",11,6,2,3,1998,1,5,2,2,2,4,2,1966,5500,2019,3282.62,9268,2171.19,0,0,0,0,0,0
"327","HH19110276",11,8,4,3,1997,5,4,3,2,2,1,3,1992,2200,2019,1634.86,0,1739.01,0,0,0,0,0,0
"328","HH19110277",11,5,4,5,1992,5,4,2,2,2,1,3,1985,2200,2019,1470.6,0,3673.53,0,0,0,0,0,0
"329","HH19110278",11,2,3,6,2003,5,4,2,2,2,2,2,1957,4000,2019,2347.8,0,8376.06,0,0,0,0,0,0
"330","HH19110279",11,8,4,6,2002,5,4,2,2,2,1,3,1990,2700,2019,1802.56,0,3344.25,0,0,0,0,0,0
"331","HH19110280",11,4,3,5,1998,5,4,2,2,2,4,3,1973,4800,2019,2912.82,0,7913.01,0,0,0,0,0,0
"332","HH19110281",11,4,4,2,2003,5,4,2,2,3,4,2,1962,4800,2019,2652.24,0,8911.14,0,0,0,0,0,0
"333","HH19110282",11,8,4,6,2003,5,4,2,2,2,1,3,1991,2700,2019,2524.96,0,6565.02,0,0,0,0,0,0
"334","HH19110283",11,6,4,3,2003,5,4,2,2,2,3,3,1964,5300,2019,3390.12,0,11442.48,0,0,0,0,0,0
"335","HH19110284",11,6,4,3,2003,5,4,2,2,2,3,3,1977,4500,2019,3508.8,0,11617.41,0,0,0,0,0,0
"336","HH19110285",11,6,2,3,1986,1,5,2,2,2,3,3,1982,5000,2019,2951.52,6534,246.96,271.87,0,0,0,0,271.87
"337","HH19110286",11,6,3,3,1986,1,5,2,1,3,4,3,1984,7800,2019,2951.52,3456,257.25,0,0,0,0,0,0
"338","HH19110287",11,6,2,3,2003,1,5,2,2,2,3,3,1976,4400,2019,2604.08,6708,2675.4,0,0,0,0,0,0
"339","HH19110289",11,6,4,3,2003,5,4,2,2,2,3,3,1976,4400,2019,3244.78,0,8530.41,0,0,0,0,0,0
"340","HH19110290",11,6,4,3,2003,5,4,2,2,2,3,2,1950,4700,2019,3475.26,0,11576.25,0,0,0,0,0,0
"341","HH19110291",11,2,3,5,1997,5,4,2,2,2,3,2,1965,5000,2019,2475.94,0,9353.61,0,0,0,0,0,0
"342","HH19110292",11,5,4,5,1992,5,4,2,2,2,2,2,1953,1800,2019,2373.6,0,7439.67,0,0,0,0,0,0
"343","HH19110293",11,5,3,2,2003,5,4,2,2,3,3,3,1975,4500,2019,3017.74,0,8283.45,0,0,0,0,0,0
"344","HH19110294",11,2,5,5,2003,5,4,2,2,2,1,2,1978,2000,2019,1903.18,0,2840.04,0,0,0,0,0,0
"345","HH18110059",11,6,4,4,1992,2,4,2,4,4,2,2,1972,1400,2019,1885.98,0,10427.11,0,0,0,0,0,0
"346","HH17110054",11,6,4,5,1999,5,4,2,3,3,1,1,1940,600,2019,2131.08,0,5103.84,0,0,0,0,0,0
"347","HH17110053",11,8,4,6,2017,5,4,2,3,3,2,2,1979,-9,2019,2811.34,0,6811.98,0,0,0,0,0,0
"348","HH13110239",11,8,3,3,2013,5,4,2,3,3,4,3,1968,6500,2019,1409.54,0,12883.08,0,0,0,0,0,0
"349","HH13110240",11,5,4,6,2011,5,4,2,3,3,4,3,1977,5000,2019,3229.3,0,4404.12,0,0,0,0,0,0
"350","HH13110241",31,1,5,5,2008,5,4,4,3,3,5,3,1972,5500,2019,3995.56,0,23070.18,0,0,0,0,0,0
"351","HH13110244",11,6,3,6,2011,5,4,2,3,3,5,3,1962,7000,2019,4283.66,0,10866.24,0,0,0,0,0,0
"352","HH14110049",11,5,4,1,2008,5,4,2,3,3,4,3,1974,4000,2019,2672.88,0,8458.38,0,0,0,0,0,0
"353","HH13110252",11,6,3,3,2010,1,5,2,3,3,4,2,1968,6500,2019,2432.94,1505,596.82,0,0,0,0,0,0
"354","HH18110104",11,3,5,3,1995,5,4,2,3,3,2,2,1955,3500,2019,3221.56,0,13500.48,0,0,0,0,0,0
"355","HH18110227",11,5,3,6,1998,5,4,2,3,3,3,2,1965,4000,2019,2512.06,0,12492.06,0,0,0,0,0,0
"356","HH18110228",11,3,5,3,1980,5,4,2,3,2,2,3,1944,3000,2019,2672.88,0,7408.8,0,0,0,0,9060,0
"357","HH18110108",11,3,5,6,1990,5,4,2,3,3,2,3,1945,3000,2019,969.22,0,10413.48,0,0,0,0,0,0
"358","HH18110229",11,5,3,3,2016,5,4,2,3,3,3,3,1944,6000,2019,3179.42,0,4270.35,0,0,0,0,0,0
"359","HH18110230",11,5,3,3,1971,5,4,2,3,3,2,3,1958,2200,2019,2556.78,0,6986.91,0,0,0,0,0,0
"360","HH18110231",11,1,5,5,2007,5,4,2,4,3,2,3,1963,4500,2019,2938.62,0,5978.49,0,0,0,0,0,0
"361","HH18110234",11,6,2,6,1991,5,4,2,3,3,2,3,1957,3000,2019,2885.3,0,10197.39,0,0,0,0,0,0
"362","HH18110123",11,5,4,3,2002,5,4,3,3,3,5,3,1981,8000,2019,4787.62,0,9271.29,0,0,0,0,0,0
"363","HH18110193",11,1,5,3,1996,5,4,2,3,3,2,2,1962,2200,2019,3281.76,0,9158.1,0,0,0,0,0,0
"364","HH19110297",11,5,4,5,2008,5,4,2,2,2,3,3,1969,-8,2019,2672.88,0,5875.59,0,0,0,0,0,0
"365","HH19110301",11,2,4,1,1994,5,4,2,3,3,4,4,1971,650,2019,3440,0,8869.98,0,0,0,0,0,0
"366","HH19110302",11,5,3,2,2009,5,4,2,2,2,3,4,1969,-8,2019,3539.76,0,8509.83,0,0,0,0,0,0
"367","HH19110304",11,5,3,2,2012,5,4,2,3,3,4,2,1974,-8,2019,2399.4,0,8015.91,0,0,0,0,0,0
"368","HH19110305",11,8,4,1,2018,5,4,2,2,2,5,2,1971,4650,2019,2998.82,0,9137.52,0,0,0,0,0,0
"369","HH19110307",11,2,3,2,1994,5,4,2,1,1,4,3,1971,-9,2019,2343.5,0,8623.02,0,0,0,0,0,0
"370","HH19110309",11,1,4,3,1990,5,4,2,2,2,4,2,1969,4700,2019,2942.92,0,9014.04,0,0,0,0,0,0
"371","HH19110312",11,2,5,1,2013,5,4,2,3,3,4,2,1980,-8,2019,3057.3,0,6441.54,0,0,0,0,0,0
"372","HH19110313",11,5,4,1,2000,5,4,2,3,3,4,2,1967,3600,2019,3128.68,0,11771.76,0,0,0,0,0,0
"373","HH19110314",11,1,5,3,1970,5,4,2,4,4,5,3,1954,2700,2019,4109.94,0,9888.69,0,0,0,0,0,0
"374","HH19110315",11,5,5,4,1994,5,4,2,4,4,3,2,1965,700,2019,2754.58,0,10650.15,0,0,0,0,0,0
"375","HH19110316",11,6,4,1,2004,5,4,4,2,2,4,3,1972,-8,2019,2942.92,0,8695.05,0,0,0,0,0,0
"376","HH19110318",11,6,3,3,2003,5,4,2,2,2,4,4,1972,7500,2019,3225,0,13232.94,0,0,0,0,0,0
"377","HH19110319",11,6,3,3,1998,5,4,2,2,2,4,3,1964,-8,2019,2942.06,0,10012.17,0,0,0,0,0,0
"378","HH19110320",11,6,3,5,1998,5,4,2,3,3,4,3,1966,-8,2019,3695.42,0,10907.4,0,0,0,0,0,0
"379","HH19110321",11,6,3,5,1991,5,4,2,2,3,4,4,1969,7900,2019,2106.14,0,8962.59,0,0,0,0,0,0
"380","HH19110322",11,6,2,3,1998,5,4,3,2,2,4,3,1986,5000,2019,3501.92,0,14179.62,0,0,0,0,0,0
"381","HH19110324",11,8,4,7,2017,2,4,2,3,3,2,3,1989,4000,2019,3593.94,0,8555.09,0,0,0,0,0,0
"382","HH14110047",11,2,5,2,1986,5,4,2,3,3,5,2,1971,3200,2019,2672.88,0,3117.87,0,0,0,0,0,0
"383","HH13110242",11,6,3,3,2008,1,5,2,4,3,4,3,1969,6500,2019,2804.46,3673,2973.81,0,0,0,0,0,0
"384","HH14110030",11,5,3,2,2001,5,4,2,3,3,3,2,1960,3800,2019,3169.1,0,10156.23,0,0,0,0,0,0
"385","HH13110145",11,1,6,8,1980,5,4,2,3,3,2,2,1974,4500,2019,2575.7,0,9826.95,0,0,0,0,0,0
"386","HH13110150",11,6,3,3,2017,5,4,2,3,3,4,3,1972,3000,2019,3302.4,0,3344.25,0,0,0,0,0,0
"387","HH18110194",11,6,3,3,1997,5,4,2,3,3,2,3,1960,5500,2019,2384.78,0,9219.84,0,0,0,0,0,0
"388","HH18110080",11,2,5,5,1986,5,4,2,3,3,1,3,1968,2500,2019,960.62,0,4795.14,0,0,0,0,0,0
"389","HH19110326",11,7,5,7,1968,5,4,2,2,2,2,2,1956,3500,2019,2972.16,0,7161.84,0,0,0,0,0,0
"390","HH19110327",11,2,3,3,1993,5,4,2,3,2,4,3,1965,4000,2019,3228.44,0,7583.73,0,0,0,0,0,0
"391","HH19110328",11,5,5,5,1999,5,4,2,2,2,2,2,1957,3300,2019,3780.56,0,11617.41,0,0,0,0,0,0
"392","HH19110329",11,5,5,6,1997,5,4,2,2,2,3,2,1970,5300,2019,3430.54,0,10444.35,0,0,0,0,0,0
"393","HH19110330",11,5,3,5,1991,5,4,2,3,3,4,2,1969,-9,2019,2717.6,0,6904.59,0,0,0,0,0,0
"394","HH19110331",11,2,4,5,1982,5,4,2,1,2,5,2,1979,8600,2019,3667.04,0,9888.69,0,0,0,0,0,0
"395","HH19110332",11,6,3,5,2000,5,4,2,3,3,2,3,1960,5250,2019,2944.64,0,11905.53,0,0,0,0,0,0
